"codigo","nombre","population","total_functional_2015","per_person","cut"
46059,"Benifairó de la Valldigna",1616,2616200,1618.93564356436,"de 1.000 a 5.000"
47017,"Bercero",221,171900,777.828054298643,"Menos de 1.000"
47018,"Berceruelo",40,76524,1913.1,"Menos de 1.000"
17024,"Bolvir",373,1500000,4021.44772117962,"Menos de 1.000"
5038,"Bonilla de la Sierra",124,128586,1036.98387096774,"Menos de 1.000"
46074,"Bonrepòs i Mirambell",3507,2149855.18,613.018300541774,"de 1.000 a 5.000"
38008,"Breña Alta",7293,6556682.9,899.037830796654,"de 5.000 a 10.000"
45022,"Buenaventura",462,331284.71,717.066471861472,"Menos de 1.000"
14012,"Bujalance",7744,4199738.61,542.32161802686,"de 5.000 a 10.000"
50059,"Bujaraloz",1021,1014508.15,993.641674828599,"de 1.000 a 5.000"
5040,"Bularros",71,73900,1040.84507042254,"Menos de 1.000"
30012,"Bullas",12061,8258924,684.762789155128,"de 10.000 a 50.000"
9058,"Buniel",511,381750,747.06457925636,"Menos de 1.000"
46077,"Buñol",9835,8787889,893.532180986273,"de 5.000 a 10.000"
7010,"Bunyola",6662,4954847.86,743.747802461723,"de 5.000 a 10.000"
50061,"Bureta",258,632358.75,2451.00290697674,"Menos de 1.000"
49029,"Burganes de Valverde",713,385130,540.15427769986,"Menos de 1.000"
42043,"Burgo de Osma-Ciudad de Osma",5153,4e+06,776.246846497186,"de 5.000 a 10.000"
29031,"Burgo, El",1922,1230416.97,640.175322580645,"de 1.000 a 5.000"
24024,"Burgo Ranero, El",779,429406.19,551.227458279846,"Menos de 1.000"
5041,"Burgohondo",1241,1537400,1238.83964544722,"de 1.000 a 5.000"
46078,"Burjassot",37641,24402512.41,648.296071039558,"de 10.000 a 50.000"
24025,"Burón",319,149000,467.084639498433,"Menos de 1.000"
45024,"Burujón",1435,1116010,777.707317073171,"de 1.000 a 5.000"
3046,"Busot",3138,2646500,843.371574251115,"de 1.000 a 5.000"
18033,"Busquístar",296,346340.13,1170.06800675676,"Menos de 1.000"
19057,"Bustares",85,62300,732.941176470588,"Menos de 1.000"
28028,"Bustarviejo",2348,2259909,962.482538330494,"de 1.000 a 5.000"
50063,"Buste, El",68,147879.86,2174.70382352941,"Menos de 1.000"
49030,"Bustillo del Oro",90,57991.19,644.346555555556,"Menos de 1.000"
24026,"Bustillo del Páramo",1350,617100,457.111111111111,"de 1.000 a 5.000"
9060,"Busto de Bureba",175,219160,1252.34285714286,"Menos de 1.000"
43035,"Cabacés",326,501995,1539.86196319018,"Menos de 1.000"
37061,"Cabaco, El",257,187850,730.933852140078,"Menos de 1.000"
40034,"Caballar",98,101600,1036.73469387755,"Menos de 1.000"
15014,"Cabana de Bergantiños",4623,2709914.27,586.180893359291,"de 1.000 a 5.000"
25060,"Cabanabona",88,171184.58,1945.27931818182,"Menos de 1.000"
15015,"Cabanas",3294,2785115,845.51153612629,"de 1.000 a 5.000"
50064,"Cabañas de Ebro",536,463621.94,864.966305970149,"Menos de 1.000"
45025,"Cabañas de la Sagra",1825,1100830,603.194520547945,"de 1.000 a 5.000"
49031,"Cabañas de Sayago",156,83430,534.807692307692,"Menos de 1.000"
45026,"Cabañas de Yepes",278,310605.25,1117.28507194245,"Menos de 1.000"
24027,"Cabañas Raras",1326,1e+06,754.147812971342,"de 1.000 a 5.000"
17031,"Cabanelles",243,357079.87,1469.46448559671,"Menos de 1.000"
12033,"Cabanes",2985,3238377,1084.88341708543,"de 1.000 a 5.000"
9061,"Cabañes de Esgueva",182,204000,1120.87912087912,"Menos de 1.000"
17030,"Cabanes",921,632084.5,686.302388707926,"Menos de 1.000"
28029,"Cabanillas de la Sierra",732,923331.11,1261.38129781421,"Menos de 1.000"
19058,"Cabanillas del Campo",9811,10177637.76,1037.37007032922,"de 5.000 a 10.000"
8027,"Cabanyes, Les",961,941596,979.808532778356,"Menos de 1.000"
6023,"Cabeza del Buey",5234,5260420.52,1005.04786396637,"de 5.000 a 10.000"
6024,"Cabeza la Vaca",1403,1414304.52,1008.05739130435,"de 1.000 a 5.000"
41020,"Cabezas de San Juan, Las",16546,12143665.97,733.933637737218,"de 10.000 a 50.000"
21015,"Cabezas Rubias",760,754000,992.105263157895,"Menos de 1.000"
26035,"Cabezón de Cameros",18,115100,6394.44444444444,"Menos de 1.000"
39012,"Cabezón de la Sal",8369,4957303.56,592.341206834747,"de 5.000 a 10.000"
39013,"Cabezón de Liébana",628,593297.57,944.741353503185,"Menos de 1.000"
47027,"Cabezón de Pisuerga",3622,1887609.22,521.151082274986,"de 1.000 a 5.000"
47028,"Cabezón de Valderaduey",37,132950,3593.24324324324,"Menos de 1.000"
10035,"Cabezuela del Valle",2341,1021642,436.412644169158,"de 1.000 a 5.000"
5045,"Cabizuela",100,92112,921.12,"Menos de 1.000"
14013,"Cabra",21001,22209341.99,1057.53735488786,"de 10.000 a 50.000"
44048,"Cabra de Mora",70,176773,2525.32857142857,"Menos de 1.000"
43036,"Cabra del Camp",1115,1196492.68,1073.08760538117,"de 1.000 a 5.000"
23017,"Cabra del Santo Cristo",1968,1774199.16,901.523963414634,"de 1.000 a 5.000"
33008,"Cabrales",2097,2206675,1052.30090605627,"de 1.000 a 5.000"
33009,"Cabranes",1075,967823,900.300465116279,"de 1.000 a 5.000"
42044,"Cabrejas del Campo",63,87200,1384.12698412698,"Menos de 1.000"
8028,"Cabrera d'Anoia",1363,1441999.65,1057.96012472487,"de 1.000 a 5.000"
8029,"Cabrera de Mar",4525,7370500,1628.83977900552,"de 1.000 a 5.000"
28030,"Cabrera, La",2590,2208350,852.644787644788,"de 1.000 a 5.000"
37067,"Cabrerizos",4149,2508468,604.595806218366,"de 1.000 a 5.000"
10036,"Cabrero",359,410244.46,1142.74222841226,"Menos de 1.000"
47029,"Cabreros del Monte",73,103180,1413.42465753425,"Menos de 1.000"
24028,"Cabreros del Río",437,249000,569.794050343249,"Menos de 1.000"
24029,"Cabrillanes",855,406000,474.853801169591,"Menos de 1.000"
37068,"Cabrillas",415,171014.71,412.083638554217,"Menos de 1.000"
8030,"Cabrils",7197,8338137.85,1158.55743365291,"de 5.000 a 10.000"
39014,"Cabuérniga",1016,760840,748.858267716535,"de 1.000 a 5.000"
24030,"Cacabelos",5337,2886400,540.82818062582,"de 5.000 a 10.000"
10037,"Cáceres",95855,72956453.18,761.112651191905,"de 50.000 a 100.000"
10038,"Cachorrilla",101,103481.62,1024.5704950495,"Menos de 1.000"
6162,"Zarza, La",3591,2969384.42,826.896246170983,"de 1.000 a 5.000"
10218,"Zarza la Mayor",1372,860000,626.822157434402,"de 1.000 a 5.000"
47232,"Zarza, La",127,119116.62,937.926141732283,"Menos de 1.000"
30016,"Cartagena",216451,203650454,940.861691560677,"de 100.000 a 500.000"
45041,"Casarrubios del Monte",5354,4802338.54,896.962745610758,"de 5.000 a 10.000"
21022,"Castaño del Robledo",211,506721.87,2401.52545023697,"Menos de 1.000"
25904,"Castell de Mur",163,693256,4253.10429447853,"Menos de 1.000"
43042,"Castellvell del Camp",2869,1746600,608.78354827466,"de 1.000 a 5.000"
24046,"Castrocalbón",1050,424323.39,404.117514285714,"de 1.000 a 5.000"
24053,"Cebrones del Río",532,241672,454.270676691729,"Menos de 1.000"
17049,"Celrà",5053,4758325,941.683158519691,"de 5.000 a 10.000"
37100,"Cerezal de Peñahorcada",83,65386,787.78313253012,"Menos de 1.000"
15028,"Corcubión",1672,1231439.14,736.506662679426,"de 1.000 a 5.000"
37123,"Encinasola de los Comendadores",203,144160.94,710.152413793104,"Menos de 1.000"
46124,"Fontanars dels Alforins",993,1073869.51,1081.43958710977,"Menos de 1.000"
12061,"Forcall",500,1586047.02,3172.09404,"Menos de 1.000"
13044,"Fuente el Fresno",3432,2184104.79,636.39416958042,"de 1.000 a 5.000"
37136,"Fuenteguinaldo",714,627500,878.851540616247,"Menos de 1.000"
25912,"Gimenells i el Pla de la Font",1129,947650,839.371124889283,"de 1.000 a 5.000"
8092,"Gironella",4987,3888700,779.767395227592,"de 1.000 a 5.000"
16095,"Graja de Campalbo",98,423845,4324.94897959184,"Menos de 1.000"
25103,"Granyanella",147,418719,2848.42857142857,"Menos de 1.000"
19133,"Heras de Ayuso",262,181000,690.839694656489,"Menos de 1.000"
6065,"Higuera de Llerena",348,572034.78,1643.77810344828,"Menos de 1.000"
28069,"Hiruela, La",55,231471.18,4208.56690909091,"Menos de 1.000"
3078,"Hondón de los Frailes",1095,783904,715.894063926941,"de 1.000 a 5.000"
40100,"Hontalbilla",329,267900,814.285714285714,"Menos de 1.000"
5099,"Horcajo de las Torres",571,546040,956.287215411559,"Menos de 1.000"
9176,"Hurones",68,56000,823.529411764706,"Menos de 1.000"
26001,"Ábalos",294,654000,2224.48979591837,"Menos de 1.000"
24001,"Acebedo",222,99399,447.743243243243,"Menos de 1.000"
38001,"Adeje",46667,82940440.94,1777.28246812523,"de 10.000 a 50.000"
31007,"Adiós",170,140596,827.035294117647,"Menos de 1.000"
19003,"Adobes",44,162082.59,3683.69522727273,"Menos de 1.000"
40002,"Adrada de Pirón",36,86500,2402.77777777778,"Menos de 1.000"
26002,"Agoncillo",1173,2385000,2033.24808184143,"de 1.000 a 5.000"
42004,"Ágreda",3084,2981061.38,966.621718547341,"de 1.000 a 5.000"
22004,"Agüero",150,365304,2435.36,"Menos de 1.000"
37003,"Ahigal de los Aceiteros",143,146600,1025.17482517483,"Menos de 1.000"
44008,"Albalate del Arzobispo",2025,2131170,1052.42962962963,"de 1.000 a 5.000"
44009,"Albarracín",1059,1674520,1581.22757318225,"de 1.000 a 5.000"
22009,"Albelda",762,712000,934.383202099738,"Menos de 1.000"
18006,"Albuñol",6853,3574190.17,521.551170290384,"de 5.000 a 10.000"
41004,"Alcalá de Guadaíra",74404,72280655,971.461950970378,"de 50.000 a 100.000"
45007,"Alcolea de Tajo",875,965377.05,1103.28805714286,"Menos de 1.000"
4009,"Alcudia de Monteagud",140,340805,2434.32142857143,"Menos de 1.000"
35020,"Aldea de San Nicolás, La",8225,8776283.82,1067.02538844985,"de 5.000 a 10.000"
37014,"Aldeadávila de la Ribera",1288,3480000,2701.86335403727,"de 1.000 a 5.000"
40007,"Aldealengua de Pedraza",89,174159.23,1956.84528089888,"Menos de 1.000"
19015,"Aldeanueva de Guadalajara",81,141820,1750.86419753086,"Menos de 1.000"
45010,"Aldeanueva de San Bartolomé",473,487500,1030.65539112051,"Menos de 1.000"
46027,"Alfarrasí",1252,892170.43,712.596190095847,"de 1.000 a 5.000"
24004,"Almanza",580,459791,792.743103448276,"Menos de 1.000"
42022,"Almenar de Soria",253,410350.51,1621.93877470356,"Menos de 1.000"
46035,"Almussafes",8744,13530000,1547.34675205855,"de 5.000 a 10.000"
50134,"Langa del Castillo",136,328101.38,2412.51014705882,"Menos de 1.000"
18117,"Lanteira",526,630220,1198.13688212928,"Menos de 1.000"
49101,"Luelmo",183,69364,379.03825136612,"Menos de 1.000"
43012,"Altafulla",4988,7845142.59,1572.8032457899,"de 1.000 a 5.000"
39003,"Anievas",327,409878.75,1253.45183486239,"Menos de 1.000"
50030,"Añón de Moncayo",210,829900,3951.90476190476,"Menos de 1.000"
22032,"Aragüés del Puerto",123,219400,1783.73983739837,"Menos de 1.000"
5014,"Arenas de San Pedro",6754,4808154,711.897246076399,"de 5.000 a 10.000"
7901,"Ariany",903,659479.74,730.320863787375,"Menos de 1.000"
17011,"Armentera, L'",901,684513.32,759.726215316315,"Menos de 1.000"
19042,"Arroyo de las Fraguas",30,47900,1596.66666666667,"Menos de 1.000"
28015,"Arroyomolinos",25374,24957991.49,983.604929849452,"de 10.000 a 50.000"
12001,"Atzeneta del Maestrat",1321,1134564.88,858.868190764572,"de 1.000 a 5.000"
5017,"Aveinte",85,83510,982.470588235294,"Menos de 1.000"
8012,"Avinyó",2275,2153343,946.524395604396,"de 1.000 a 5.000"
50040,"Badules",97,144785,1492.62886597938,"Menos de 1.000"
16029,"Barchín del Hoyo",100,219300,2193,"Menos de 1.000"
45018,"Barcience",725,665911.96,918.499255172414,"Menos de 1.000"
25049,"Bellmunt d'Urgell",192,239377.19,1246.75619791667,"Menos de 1.000"
16033,"Belmonte",2033,1573980,774.215445154943,"de 1.000 a 5.000"
29027,"Benamocarra",3029,2746273.95,906.660267414989,"de 1.000 a 5.000"
29029,"Benarrabá",520,435366.55,837.243365384615,"Menos de 1.000"
3024,"Benejúzar",5394,3090891.44,573.023997033741,"de 5.000 a 10.000"
3035,"Benilloba",789,419904.07,532.197807351077,"Menos de 1.000"
3036,"Benillup",104,47365,455.432692307692,"Menos de 1.000"
46064,"Benimuslem",668,523100,783.083832335329,"Menos de 1.000"
9051,"Berlangas de Roa",179,186500,1041.89944134078,"Menos de 1.000"
40031,"Bernuy de Porreros",703,577348.08,821.263271692745,"Menos de 1.000"
10028,"Berrocalejo",123,219300.71,1782.93260162602,"Menos de 1.000"
17234,"Biure",245,309750,1264.28571428571,"Menos de 1.000"
15010,"Boimorto",2115,2448374.55,1157.62390070922,"de 1.000 a 5.000"
12032,"Borriana/Burriana",34783,27505265.31,790.767481528333,"de 10.000 a 50.000"
45023,"Burguillos de Toledo",3002,1523552,507.512325116589,"de 1.000 a 5.000"
6022,"Burguillos del Cerro",3204,2227298.2,695.161735330837,"de 1.000 a 5.000"
47026,"Bustillo de Chaves",83,84330,1016.02409638554,"Menos de 1.000"
37063,"Cabeza de Béjar, La",85,53660,631.294117647059,"Menos de 1.000"
13026,"Cabezarrubias del Puerto",528,595100,1127.08333333333,"Menos de 1.000"
5042,"Cabezas de Alambre",169,166942,987.822485207101,"Menos de 1.000"
25061,"Cabó",98,167463.31,1708.80928571429,"Menos de 1.000"
50066,"Cadrete",3538,3456786.1,977.045251554551,"de 1.000 a 5.000"
18037,"Calicasas",583,573885,984.365351629503,"Menos de 1.000"
39016,"Camargo",31007,29068676.75,937.487559260812,"de 10.000 a 50.000"
23018,"Cambil",2861,2145000,749.737853897239,"de 1.000 a 5.000"
47030,"Campaspero",1174,954046,812.645655877342,"de 1.000 a 5.000"
37074,"Campillo de Azaba",180,135100,750.555555555556,"Menos de 1.000"
29032,"Campillos",8570,6833800,797.409568261377,"de 5.000 a 10.000"
16043,"Campillos-Paravientos",123,136000,1105.69105691057,"Menos de 1.000"
8039,"Campins",521,513305,985.230326295585,"Menos de 1.000"
17038,"Campllong",515,947712.62,1840.21867961165,"Menos de 1.000"
13028,"Campo de Criptana",14387,9321498.89,647.911231667478,"de 10.000 a 50.000"
3051,"Campo de Mirra/Camp de Mirra, el",437,311137,711.983981693364,"Menos de 1.000"
24033,"Campo de Villavidel",207,132000,637.68115942029,"Menos de 1.000"
36007,"Campo Lameiro",1962,1425720.4,726.666870540265,"de 1.000 a 5.000"
10043,"Campo Lugar",941,770875,819.208289054198,"Menos de 1.000"
28033,"Campo Real",5775,5310518.94,919.570379220779,"de 5.000 a 10.000"
21019,"Campofrío",673,692006.71,1028.24176820208,"Menos de 1.000"
9066,"Campolara",62,1e+05,1612.90322580645,"Menos de 1.000"
39027,"Campoo de Enmedio",3795,2450600,645.744400527009,"de 1.000 a 5.000"
39017,"Campoo de Yuso",668,885990.75,1326.33345808383,"Menos de 1.000"
22075,"Camporrélls",148,214930.94,1452.23608108108,"Menos de 1.000"
46080,"Camporrobles",1319,715503,542.458680818802,"de 1.000 a 5.000"
7013,"Campos",9765,11099005,1136.61085509473,"de 5.000 a 10.000"
16901,"Campos del Paraíso",880,1578373.61,1793.606375,"Menos de 1.000"
18038,"Campotéjar",1317,1160000,880.78967350038,"de 1.000 a 5.000"
17039,"Camprodon",2359,5320366.31,2255.34816023739,"de 1.000 a 5.000"
26037,"Camprovín",155,416260,2685.54838709677,"Menos de 1.000"
45034,"Camuñas",1841,1223019.39,664.32340575774,"de 1.000 a 5.000"
16046,"Cañada del Hoyo",291,230000,790.378006872852,"Menos de 1.000"
16047,"Cañada Juncosa",277,228000,823.104693140794,"Menos de 1.000"
42050,"Cañamaque",34,40290,1185,"Menos de 1.000"
10044,"Cañamero",1732,1822651.08,1052.33896073903,"de 1.000 a 5.000"
18040,"Cáñar",408,349408,856.392156862745,"Menos de 1.000"
21020,"Cañaveral de León",416,467970.79,1124.92978365385,"Menos de 1.000"
33010,"Candamo",2108,2007320.78,952.239459203036,"de 1.000 a 5.000"
38011,"Candelaria",26543,20441469.98,770.126586293938,"de 10.000 a 50.000"
37078,"Candelario",970,1066700,1099.69072164948,"Menos de 1.000"
5047,"Candeleda",5143,4885080,949.850281936613,"de 5.000 a 10.000"
42049,"Candilichera",135,1e+05,740.740740740741,"Menos de 1.000"
23020,"Canena",1981,1465350.95,739.702650176678,"de 1.000 a 5.000"
46082,"Canet d'En Berenguer",6296,8600000,1365.94663278272,"de 5.000 a 10.000"
12036,"Canet lo Roig",760,553029,727.669736842105,"Menos de 1.000"
14014,"Cañete de las Torres",3033,2847657.77,938.891450708869,"de 1.000 a 5.000"
36008,"Cangas",26567,13446084.07,506.119775285128,"de 10.000 a 50.000"
33012,"Cangas de Onís",6678,6209925,929.90790655885,"de 5.000 a 10.000"
33011,"Cangas del Narcea",13710,11597000,845.878920495988,"de 10.000 a 50.000"
9067,"Canicosa de la Sierra",543,387000,712.707182320442,"Menos de 1.000"
18039,"Caniles",4514,4159771.87,921.526776694728,"de 1.000 a 5.000"
37079,"Canillas de Abajo",72,76352.18,1060.44694444444,"Menos de 1.000"
29033,"Canillas de Aceituno",1746,1968983.93,1127.71130011455,"de 1.000 a 5.000"
29034,"Canillas de Albaida",875,1036196.86,1184.22498285714,"Menos de 1.000"
49034,"Cañizal",485,222400,458.556701030928,"Menos de 1.000"
37082,"Cantalpino",960,735000,765.625,"Menos de 1.000"
37083,"Cantaracillo",203,123499,608.369458128079,"Menos de 1.000"
43040,"Capçanes",411,451145,1097.67639902676,"Menos de 1.000"
7014,"Capdepera",11385,25579613,2246.78199385156,"de 10.000 a 50.000"
22079,"Capdesaso",170,432810.4,2545.94352941176,"Menos de 1.000"
15018,"Capela, A",1356,1100000,811.209439528024,"de 1.000 a 5.000"
22080,"Capella",361,283100,784.210526315789,"Menos de 1.000"
8044,"Capellades",5284,4987186.69,943.827912566238,"de 5.000 a 10.000"
6030,"Capilla",187,598060.93,3198.18679144385,"Menos de 1.000"
34045,"Capillas",84,87000,1035.71428571429,"Menos de 1.000"
17042,"Capmany",612,911199.97,1488.88883986928,"Menos de 1.000"
8045,"Capolat",88,277040.84,3148.19136363636,"Menos de 1.000"
42051,"Carabantes",22,53600,2436.36363636364,"Menos de 1.000"
33013,"Caravia",506,939000,1855.73122529644,"Menos de 1.000"
10046,"Carbajo",223,425500,1908.07174887892,"Menos de 1.000"
32018,"Carballeda de Avia",1390,924250.9,664.928705035971,"de 1.000 a 5.000"
32017,"Carballeda de Valdeorras",1697,1362510,802.893341190336,"de 1.000 a 5.000"
40043,"Carbonero el Mayor",2577,2138781,829.949941792782,"de 1.000 a 5.000"
23021,"Carboneros",641,604059.62,942.370702028081,"Menos de 1.000"
10047,"Carcaboso",1122,775999.61,691.621755793226,"de 1.000 a 5.000"
14015,"Carcabuey",2632,2374449.24,902.146367781155,"de 1.000 a 5.000"
9072,"Carcedo de Burgos",380,854352,2248.29473684211,"Menos de 1.000"
46084,"Càrcer",1952,1457984,746.918032786885,"de 1.000 a 5.000"
14016,"Cardeña",1606,1519029.67,945.846618929016,"de 1.000 a 5.000"
5049,"Cardeñosa",473,383000,809.725158562368,"Menos de 1.000"
45035,"Cardiel de los Montes",388,340000,876.288659793814,"Menos de 1.000"
8047,"Cardona",4921,6545470,1330.10973379394,"de 1.000 a 5.000"
19067,"Cardoso de la Sierra, El",70,129200,1845.71428571429,"Menos de 1.000"
50072,"Carenas",175,336340,1921.94285714286,"Menos de 1.000"
50073,"Cariñena",3457,3173029.16,917.856280011571,"de 1.000 a 5.000"
15901,"Cariño",4241,3179754.67,749.765307710446,"de 1.000 a 5.000"
46085,"Carlet",15351,9815718,639.418800078171,"de 10.000 a 50.000"
14017,"Carlota, La",13872,11394779.57,821.42297938293,"de 10.000 a 50.000"
8048,"Carme",817,1071486.31,1311.48875152999,"Menos de 1.000"
45036,"Carmena",790,900281.26,1139.59653164557,"Menos de 1.000"
24037,"Cármenes",401,310763.43,774.97114713217,"Menos de 1.000"
41024,"Carmona",28717,22956307.44,799.397828463976,"de 10.000 a 50.000"
6031,"Carmonita",561,592662.33,1056.43909090909,"Menos de 1.000"
15020,"Carnota",4376,2700013.02,617.004803473492,"de 1.000 a 5.000"
23024,"Carolina, La",15808,13294371.59,840.990105642713,"de 10.000 a 50.000"
45037,"Carpio de Tajo, El",2076,2005973.85,966.268713872832,"de 1.000 a 5.000"
10057,"Casas de Miravete",148,569000,3844.59459459459,"Menos de 1.000"
10059,"Casillas de Coria",423,490000,1158.39243498818,"Menos de 1.000"
17046,"Castellfollit de la Roca",1013,944801.05,932.67625863771,"de 1.000 a 5.000"
47039,"Castrillo-Tejeriego",194,132124.99,681.056649484536,"Menos de 1.000"
47047,"Castroverde de Cerrato",224,153000,683.035714285714,"Menos de 1.000"
49044,"Cazurra",94,65610,697.978723404255,"Menos de 1.000"
8266,"Cerdanyola del Vallès",57402,57177229.24,996.084269537647,"de 50.000 a 100.000"
37103,"Cespedosa de Tormes",544,661336.7,1215.69246323529,"Menos de 1.000"
19086,"Cifuentes",1961,2280298.6,1162.82437531872,"de 1.000 a 5.000"
19087,"Cincovillas",23,29634.04,1288.43652173913,"Menos de 1.000"
34060,"Cobos de Cerrato",153,224000,1464.0522875817,"Menos de 1.000"
5063,"Collado del Mirón",36,73496.14,2041.55944444444,"Menos de 1.000"
9112,"Coruña del Conde",126,84500,670.634920634921,"Menos de 1.000"
24062,"Cubillas de los Oteros",153,94000,614.37908496732,"Menos de 1.000"
24063,"Cubillas de Rueda",475,249170,524.568421052632,"Menos de 1.000"
29050,"Cútar",635,918506.84,1446.46746456693,"Menos de 1.000"
10071,"Descargamaría",152,223090.58,1467.70118421053,"Menos de 1.000"
40068,"Domingo García",32,86960,2717.5,"Menos de 1.000"
36016,"Dozón",1209,736391,609.090984284533,"de 1.000 a 5.000"
47060,"Encinas de Esgueva",275,170340,619.418181818182,"Menos de 1.000"
37124,"Endrinal",238,246210,1034.49579831933,"Menos de 1.000"
32030,"Entrimo",1323,964000,728.6470143613,"de 1.000 a 5.000"
25081,"Espluga Calba, L'",395,430969.07,1091.06093670886,"Menos de 1.000"
9125,"Estépar",687,771000,1122.27074235808,"Menos de 1.000"
3068,"Famorca",52,52957.64,1018.41615384615,"Menos de 1.000"
5073,"Flores de Ávila",326,192715,591.150306748466,"Menos de 1.000"
8086,"Franqueses del Vallès, Les",19170,24163683,1260.49467918623,"de 10.000 a 50.000"
30021,"Fuente Álamo de Murcia",16338,13384561.16,819.228862773901,"de 10.000 a 50.000"
6053,"Fuente del Arco",719,984776,1369.64673157163,"Menos de 1.000"
10083,"Garvín",97,140898.5,1452.5618556701,"Menos de 1.000"
25098,"Gavet de la Conca",303,495781.36,1636.24211221122,"Menos de 1.000"
41046,"Gilena",3867,2808616.51,726.303726402896,"de 1.000 a 5.000"
39030,"Guriezo",2383,2445619.28,1026.2774989509,"de 1.000 a 5.000"
26073,"Herramélluri",110,197800,1798.18181818182,"Menos de 1.000"
10099,"Holguera",713,500027,701.300140252454,"Menos de 1.000"
34086,"Hontoria de Cerrato",109,123680,1134.67889908257,"Menos de 1.000"
4053,"Huércal-Overa",18374,11759158.43,639.989029607053,"de 10.000 a 50.000"
18099,"Huétor de Santillán",1916,1445887.73,754.638689979123,"de 1.000 a 5.000"
9180,"Iglesias",135,110000,814.814814814815,"Menos de 1.000"
10104,"Jaraíz de la Vera",6515,4354044.73,668.310779739064,"de 5.000 a 10.000"
16118,"Ledaña",1723,1700000,986.651189785258,"de 1.000 a 5.000"
38024,"Llanos de Aridane, Los",20416,16801348.74,822.950075431034,"de 10.000 a 50.000"
46147,"Llíria",23261,17942066.08,771.336833326168,"de 10.000 a 50.000"
43074,"Llorenç del Penedès",2306,2864860,1242.35039028621,"de 1.000 a 5.000"
45085,"Lominchar",2365,1383200,584.862579281184,"de 1.000 a 5.000"
44138,"Loscos",154,228245,1482.11038961039,"Menos de 1.000"
23057,"Lupión",924,829344.4,897.558874458874,"Menos de 1.000"
17098,"Maià de Montcal",443,505394.16,1140.84460496614,"Menos de 1.000"
8116,"Masies de Roda, Les",737,876300,1189.00949796472,"Menos de 1.000"
36027,"Meaño",5428,3375881.89,621.938446941783,"de 5.000 a 10.000"
5126,"Mesegar de Corneja",77,76851,998.064935064935,"Menos de 1.000"
5127,"Mijares",760,710000,934.210526315789,"Menos de 1.000"
29071,"Moclinejo",1256,1750000,1393.31210191083,"de 1.000 a 5.000"
17106,"Mollet de Peralada",182,288094.48,1582.9367032967,"Menos de 1.000"
8127,"Monistrol de Montserrat",2945,2388189.82,810.930329371817,"de 1.000 a 5.000"
44153,"Monreal del Campo",2636,1679343.33,637.080170713202,"de 1.000 a 5.000"
47092,"Montealegre de Campos",130,123265.77,948.198230769231,"Menos de 1.000"
7038,"Montuïri",2888,2438355.36,844.305872576177,"de 1.000 a 5.000"
50175,"Morata de Jalón",1209,1235203.01,1021.67329197684,"de 1.000 a 5.000"
47097,"Mota del Marqués",394,278017.8,705.628934010152,"Menos de 1.000"
5147,"Narros del Castillo",188,158561.09,843.410053191489,"Menos de 1.000"
10131,"Navalmoral de la Mata",17322,11705109.18,675.736588153793,"de 10.000 a 50.000"
42131,"Nolay",58,101000,1741.37931034483,"Menos de 1.000"
18145,"Ogíjares",13681,9324733,681.582705942548,"de 10.000 a 50.000"
22164,"Olvena",57,102500,1798.24561403509,"Menos de 1.000"
18147,"Órgiva",5393,4133114.89,766.385108473948,"de 5.000 a 10.000"
28102,"Orusco de Tajuña",1283,983208.02,766.335167575994,"de 1.000 a 5.000"
44178,"Parras de Castellote, Las",58,119473.46,2059.88724137931,"Menos de 1.000"
17129,"Pedret i Marzà",189,414347.8,2192.3164021164,"Menos de 1.000"
28108,"Pedrezuela",5119,5808000,1134.59660089861,"de 5.000 a 10.000"
14050,"Pedro Abad",2960,2480000,837.837837837838,"de 1.000 a 5.000"
5182,"Pedro Bernardo",927,1053470,1136.42934196332,"Menos de 1.000"
13061,"Pedro Muñoz",7802,6678126.06,855.950533196616,"de 5.000 a 10.000"
5183,"Pedro-Rodríguez",168,139743,831.803571428571,"Menos de 1.000"
50204,"Pedrola",3622,3847839.43,1062.35213418001,"de 1.000 a 5.000"
16154,"Pedroñeras, Las",6767,4685781.29,692.44588296143,"de 5.000 a 10.000"
47113,"Pedrosa del Rey",202,274125,1357.05445544554,"Menos de 1.000"
50205,"Pedrosas, Las",110,140596.15,1278.14681818182,"Menos de 1.000"
37236,"Pedrosillo de Alba",152,96100,632.236842105263,"Menos de 1.000"
37238,"Pedrosillo el Ralo",153,150400,983.006535947712,"Menos de 1.000"
26114,"Pedroso",77,2e+05,2597.4025974026,"Menos de 1.000"
10139,"Pedroso de Acim",111,217469.4,1959.18378378378,"Menos de 1.000"
37239,"Pedroso de la Armuña, El",250,158000,632,"Menos de 1.000"
41073,"Pedroso, El",2163,2046239.02,946.018964401295,"de 1.000 a 5.000"
23067,"Pegalajar",3055,2466034,807.212438625205,"de 1.000 a 5.000"
3102,"Pego",10144,9564935.62,942.915577681388,"de 10.000 a 50.000"
49146,"Pego, El",321,214650,668.691588785047,"Menos de 1.000"
5184,"Peguerinos",330,696823,2111.58484848485,"Menos de 1.000"
37240,"Pelabravo",1102,718520,652.014519056261,"de 1.000 a 5.000"
45131,"Pelahustán",349,420042.13,1203.55911174785,"Menos de 1.000"
28109,"Pelayos de la Presa",2502,2135400,853.47721822542,"de 1.000 a 5.000"
