"codigo","nombre","population","total_functional_2015","per_person","cut"
6005,"Albuera, La",2029,2500314.75,1232.28918186299,"de 1.000 a 5.000"
46014,"Albuixech",3920,3559792,908.110204081633,"de 1.000 a 5.000"
6148,"Valle de Santa Ana",1162,936146.35,805.633691910499,"de 1.000 a 5.000"
6006,"Alburquerque",5524,4660683.6,843.715351194786,"de 5.000 a 10.000"
44011,"Alcaine",72,126158,1752.19444444444,"Menos de 1.000"
8042,"Cànoves i Samalús",2863,2908667.24,1015.95083478868,"de 1.000 a 5.000"
25009,"Albi, L'",834,779750,934.952038369305,"Menos de 1.000"
9009,"Albillos",223,239080.34,1072.10914798206,"Menos de 1.000"
4005,"Alboloduy",642,477004.48,742.997632398754,"Menos de 1.000"
18003,"Albolote",18306,15160147.93,828.151858953349,"de 10.000 a 50.000"
17004,"Albons",727,560000,770.288858321871,"Menos de 1.000"
46015,"Alcàsser",9527,5695807.1,597.859462580036,"de 5.000 a 10.000"
12127,"Vallibona",87,175087,2012.49425287356,"Menos de 1.000"
8295,"Vallirana",14612,15765002.29,1078.90790377772,"de 10.000 a 50.000"
14074,"Viso, El",2683,2811479,1047.88632128215,"de 1.000 a 5.000"
8294,"Vallgorguina",2699,2215634,820.909225639126,"de 1.000 a 5.000"
43161,"Valls",24570,30764143.65,1252.1018986569,"de 10.000 a 50.000"
23003,"Alcaudete",10896,9464484,868.620044052863,"de 10.000 a 50.000"
46253,"Vallés",154,113782.77,738.849155844156,"Menos de 1.000"
9419,"Valluércanes",80,110000,1375,"Menos de 1.000"
50275,"Valmadrid",141,165000,1170.21276595745,"Menos de 1.000"
45180,"Valmojado",4178,2616838.21,626.337532312111,"de 1.000 a 5.000"
13005,"Alcázar de San Juan",31650,32158144.04,1016.05510394945,"de 10.000 a 50.000"
18183,"Válor",623,990404.67,1589.73462279294,"Menos de 1.000"
16010,"Alcázar del Rey",150,275165.2,1834.43466666667,"Menos de 1.000"
47005,"Alcazarén",675,556800,824.888888888889,"Menos de 1.000"
47184,"Valoria la Buena",685,511989.75,747.430291970803,"Menos de 1.000"
9418,"Valles de Palenzuela",88,91611,1041.03409090909,"Menos de 1.000"
28006,"Alcobendas",112188,190827158.28,1700.95873248476,"de 100.000 a 500.000"
3007,"Alcocer de Planes",238,173245,727.920168067227,"Menos de 1.000"
9010,"Alcocero de Mola",33,91800,2781.81818181818,"Menos de 1.000"
22017,"Alcolea de Cinca",1136,992309.6,873.511971830986,"de 1.000 a 5.000"
41006,"Alcolea del Río",3402,3107030,913.295120517343,"de 1.000 a 5.000"
3008,"Alcoleja",191,134435,703.848167539267,"Menos de 1.000"
43078,"Masdenverge",1106,1142505,1033.00632911392,"de 1.000 a 5.000"
40221,"Valleruela de Sepúlveda",57,86115.15,1510.79210526316,"Menos de 1.000"
3006,"Alcalalí",1350,810000,600,"de 1.000 a 5.000"
26007,"Alcanadre",701,844770.37,1205.09325249643,"Menos de 1.000"
43004,"Alcanar",9637,7290254.5,756.485887724396,"de 5.000 a 10.000"
25011,"Alcarràs",9252,8804080,951.586683960225,"de 5.000 a 10.000"
3009,"Alcoy/Alcoi",59675,44060943.27,738.34844189359,"de 50.000 a 100.000"
6143,"Valverde de Leganés",4193,3881553.02,925.722160744097,"de 1.000 a 5.000"
6008,"Alconera",743,670586.76,902.539380888291,"Menos de 1.000"
7003,"Alcúdia",19768,31278371.63,1582.27294769324,"de 10.000 a 50.000"
46019,"Alcúdia, l'",11615,8810750.18,758.566524321997,"de 10.000 a 50.000"
10010,"Alcuéscar",2809,1852860,659.615521537914,"de 1.000 a 5.000"
6145,"Valverde de Mérida",1107,763863.62,690.03037037037,"de 1.000 a 5.000"
6142,"Valverde de Burguillos",302,310000,1026.49006622517,"Menos de 1.000"
50295,"Vistabella",47,79700,1695.74468085106,"Menos de 1.000"
50277,"Valtorres",87,162000,1862.06896551724,"Menos de 1.000"
46021,"Aldaia",31000,23600000,761.290322580645,"de 10.000 a 50.000"
10012,"Aldea del Cano",683,903454,1322.77306002928,"Menos de 1.000"
38048,"Valverde",4973,5453000,1096.52121455862,"de 1.000 a 5.000"
21072,"Valverde del Camino",12740,12727352.52,999.007262166405,"de 10.000 a 50.000"
16238,"Vara de Rey",577,758751.19,1314.99339688042,"Menos de 1.000"
12005,"Alcora, l'",10672,11169810.31,1046.64639336582,"de 10.000 a 50.000"
42198,"Valtajeros",22,150600,6845.45454545455,"Menos de 1.000"
28008,"Aldea del Fresno",2528,2714145.53,1073.63351661392,"de 1.000 a 5.000"
10013,"Aldea del Obispo, La",326,255000,782.208588957055,"Menos de 1.000"
43904,"Aldea, L'",4376,3566529.93,815.020550731261,"de 1.000 a 5.000"
40012,"Aldea Real",341,269000,788.856304985337,"Menos de 1.000"
9068,"Cantabrana",32,120000,3750,"Menos de 1.000"
16123,"Masegosa",80,126000,1575,"Menos de 1.000"
47185,"Valverde de Campos",109,127100,1166.05504587156,"Menos de 1.000"
16012,"Alconchel de la Estrella",117,161645,1381.5811965812,"Menos de 1.000"
28007,"Alcorcón",170336,180644721.4,1060.51992180162,"de 100.000 a 500.000"
44014,"Alcorisa",3433,3003100,874.774249927177,"de 1.000 a 5.000"
43005,"Alcover",5131,5331420,1039.06061196648,"de 5.000 a 10.000"
37024,"Aldeavieja de Tormes",101,73150,724.257425742574,"Menos de 1.000"
40014,"Aldehorno",53,70000,1320.75471698113,"Menos de 1.000"
42010,"Aldealices",26,61300,2357.69230769231,"Menos de 1.000"
37026,"Aldehuela de Yeltes",221,180600,817.194570135747,"Menos de 1.000"
42012,"Aldealseñor",44,74500,1693.18181818182,"Menos de 1.000"
26008,"Aldeanueva de Ebro",2803,2976692.9,1061.96678558687,"de 1.000 a 5.000"
5010,"Aldehuela, La",177,172425,974.152542372881,"Menos de 1.000"
37017,"Aldeanueva de Figueroa",286,197310,689.895104895105,"Menos de 1.000"
18010,"Aldeire",644,965519.29,1499.25355590062,"Menos de 1.000"
40016,"Aldeonte",62,93000,1500,"Menos de 1.000"
43006,"Aldover",940,685642.2,729.406595744681,"Menos de 1.000"
30006,"Aledo",986,1370595.2,1390.05598377282,"Menos de 1.000"
37080,"Cantagallo",273,153403,561.915750915751,"Menos de 1.000"
31246,"Uterga",172,152472,886.46511627907,"Menos de 1.000"
46249,"Utiel",12082,7477119.12,618.864353583844,"de 10.000 a 50.000"
42011,"Aldealpozo",23,19100,830.434782608696,"Menos de 1.000"
10014,"Aldeanueva de la Vera",2163,1888180,872.94498381877,"de 1.000 a 5.000"
5007,"Aldeanueva de Santa Cruz",132,94855,718.598484848485,"Menos de 1.000"
10015,"Aldeanueva del Camino",796,505000,634.422110552764,"Menos de 1.000"
23004,"Aldeaquemada",536,724597.18,1351.86041044776,"Menos de 1.000"
37020,"Aldearrubia",494,373183.04,755.431255060729,"Menos de 1.000"
40013,"Aldeasoña",67,99960,1491.94029850746,"Menos de 1.000"
37023,"Aldeatejada",1673,2202046,1316.22594142259,"de 1.000 a 5.000"
29003,"Alfarnate",1198,1538634.11,1284.33565108514,"de 1.000 a 5.000"
2006,"Alcadozo",684,542711,793.437134502924,"Menos de 1.000"
12139,"Vistabella del Maestrazgo",384,482014.84,1255.24697916667,"Menos de 1.000"
29004,"Alfarnatejo",477,1e+06,2096.43605870021,"Menos de 1.000"
25007,"Albatàrrec",2139,1510600,706.217858812529,"de 1.000 a 5.000"
26011,"Alfaro",9688,10195367.63,1052.37072976879,"de 5.000 a 10.000"
12003,"Albocàsser",1351,1411786,1044.99333826795,"de 1.000 a 5.000"
3011,"Alfàs del Pi, l'",21357,19846345.57,929.26654352203,"de 10.000 a 50.000"
41005,"Alcalá del Río",11690,8143693.26,696.637575705731,"de 10.000 a 50.000"
46023,"Alfauir",438,322453,736.194063926941,"Menos de 1.000"
2008,"Alcaraz",1533,1442235,940.792563600783,"de 1.000 a 5.000"
46005,"Alaquàs",29964,21350556.21,712.540255306368,"de 10.000 a 50.000"
37010,"Alberca, La",1126,973210,864.307282415631,"de 1.000 a 5.000"
12007,"Alfondeguilla",893,576692.02,645.791735722284,"Menos de 1.000"
43007,"Aleixar, L'",891,746420.95,837.733950617284,"Menos de 1.000"
8003,"Alella",9651,11774694.39,1220.04915449176,"de 5.000 a 10.000"
43009,"Alforja",1859,1190320.68,640.301603012372,"de 1.000 a 5.000"
41007,"Algaba, La",16105,9299117.14,577.405597019559,"de 10.000 a 50.000"
24002,"Algadefe",300,135000,450,"Menos de 1.000"
7004,"Algaida",5354,3637154.34,679.334019424729,"de 5.000 a 10.000"
11003,"Algar",1482,1234138.12,832.751767881242,"de 1.000 a 5.000"
18012,"Algarinejo",2875,2739820.49,952.98104,"de 1.000 a 5.000"
16013,"Algarra",25,166670,6666.8,"Menos de 1.000"
37081,"Cantalapiedra",1039,850710,818.777670837344,"de 1.000 a 5.000"
19172,"Masegoso de Tajuña",67,87957.06,1312.79194029851,"Menos de 1.000"
46006,"Albaida",6031,7270348.26,1205.49631238601,"de 5.000 a 10.000"
42015,"Alentisque",33,127600,3866.66666666667,"Menos de 1.000"
26010,"Alesón",117,517000,4418.80341880342,"Menos de 1.000"
3010,"Alfafara",418,230654,551.803827751196,"Menos de 1.000"
50017,"Alfajarín",2250,2833462,1259.31644444444,"de 1.000 a 5.000"
44016,"Alfambra",587,524000,892.67461669506,"Menos de 1.000"
22020,"Alfántega",136,130940,962.794117647059,"Menos de 1.000"
46025,"Alfara del Patriarca",3219,2690000,835.663249456353,"de 1.000 a 5.000"
49005,"Alfaraz de Sayago",157,95500,608.28025477707,"Menos de 1.000"
9400,"Vadocondes",383,372544.63,972.70138381201,"Menos de 1.000"
25017,"Alins",286,525709.4,1838.14475524476,"Menos de 1.000"
15088,"Val do Dubra",4120,2780000,674.757281553398,"de 1.000 a 5.000"
27063,"Valadouro, O",2069,1317430.79,636.747602706622,"de 1.000 a 5.000"
24175,"Valdefresno",2124,1479287,696.462806026365,"de 1.000 a 5.000"
5265,"Vita",90,88385,982.055555555556,"Menos de 1.000"
46031,"Alginet",13060,8944250,684.858346094946,"de 10.000 a 50.000"
46029,"Algemesí",27808,18220043.89,655.208712960299,"de 10.000 a 50.000"
25015,"Algerri",423,572831.28,1354.21106382979,"Menos de 1.000"
11005,"Algodonales",5677,3739295.12,658.674497093535,"de 5.000 a 10.000"
43010,"Alió",432,604361.63,1398.98525462963,"Menos de 1.000"
3012,"Algorfa",3799,3720624,979.369307712556,"de 1.000 a 5.000"
30007,"Alguazas",9593,6337956.68,660.685570728656,"de 5.000 a 10.000"
4010,"Alhabia",681,776053.12,1139.57873715125,"Menos de 1.000"
30008,"Alhama de Murcia",21298,20862174.35,979.536780448869,"de 10.000 a 50.000"
13010,"Alhambra",1054,1177900,1117.55218216319,"de 1.000 a 5.000"
19018,"Alhóndiga",196,168028,857.285714285714,"Menos de 1.000"
10017,"Alía",936,1284332.77,1372.15039529915,"Menos de 1.000"
16014,"Aliaguilla",710,689800,971.549295774648,"Menos de 1.000"
3014,"Alicante/Alacant",332067,248684157.57,748.89753444335,"de 100.000 a 500.000"
4012,"Alicún",239,405252.07,1695.61535564854,"Menos de 1.000"
10018,"Aliseda",1984,2354546.75,1186.76751512097,"de 1.000 a 5.000"
42016,"Aliud",19,77000,4052.63157894737,"Menos de 1.000"
32001,"Allariz",6060,6032127,995.400495049505,"de 5.000 a 10.000"
40040,"Cantalejo",3782,4220000,1115.8117398202,"de 1.000 a 5.000"
32045,"Maside",2906,1700000,584.996558843771,"de 1.000 a 5.000"
19302,"Valdegrudas",61,84825,1390.5737704918,"Menos de 1.000"
28157,"Valdelaguna",855,790038,924.021052631579,"Menos de 1.000"
12011,"Almenara",6123,6668325.49,1089.06181447003,"de 5.000 a 10.000"
6901,"Valdelacalzada",2752,1536379.71,558.277510901163,"de 1.000 a 5.000"
37333,"Valdelacasa",250,5e+05,2000,"Menos de 1.000"
44245,"Valdeltormo",315,315891,1002.82857142857,"Menos de 1.000"
25019,"Almacelles",6699,5389594,804.537095088819,"de 5.000 a 10.000"
29009,"Almáchar",1890,2240900,1185.66137566138,"de 1.000 a 5.000"
37027,"Almenara de Tormes",261,155555,595.996168582376,"Menos de 1.000"
42017,"Almajano",193,165890,859.533678756477,"Menos de 1.000"
42018,"Almaluez",172,299250,1739.82558139535,"Menos de 1.000"
2009,"Almansa",25024,20150000,805.226982097187,"de 10.000 a 50.000"
10019,"Almaraz",1663,7031405.24,4228.14506313891,"de 1.000 a 5.000"
29010,"Almargen",2122,1470332.98,692.899613572102,"de 1.000 a 5.000"
46032,"Almàssera",7293,3988628.16,546.91185520362,"de 5.000 a 10.000"
12010,"Almedíjar",261,254668.37,975.740881226054,"Menos de 1.000"
13014,"Almedina",595,489488.2,822.669243697479,"Menos de 1.000"
14004,"Almedinilla",2468,2642928.26,1070.87854943274,"de 1.000 a 5.000"
49008,"Almeida de Sayago",530,1349983.95,2547.13952830189,"Menos de 1.000"
25021,"Almenar",3547,2492576,702.727939103468,"de 1.000 a 5.000"
37028,"Almendra",178,386481.3,2171.24325842697,"Menos de 1.000"
6010,"Almendral",1312,1508312.79,1149.62865091463,"de 1.000 a 5.000"
6011,"Almendralejo",35014,24987429.93,713.641112983378,"de 10.000 a 50.000"
21003,"Almendro, El",846,1087473.98,1285.43023640662,"Menos de 1.000"
17041,"Cantallops",324,556939.54,1718.94919753086,"Menos de 1.000"
42192,"Valdegeña",42,61500,1464.28571428571,"Menos de 1.000"
39093,"Valdeprado del Río",321,327000,1018.69158878505,"Menos de 1.000"
19306,"Valderrebollo",36,43011.36,1194.76,"Menos de 1.000"
39094,"Valderredible",1010,1596554,1580.74653465347,"de 1.000 a 5.000"
24182,"Valderrey",464,215020,463.405172413793,"Menos de 1.000"
14005,"Almodóvar del Río",7977,6520000,817.349880907609,"de 5.000 a 10.000"
50021,"Almochuel",35,46790,1336.85714285714,"Menos de 1.000"
4014,"Almócita",167,270030,1616.94610778443,"Menos de 1.000"
29011,"Almogía",3906,3311156.86,847.710409626216,"de 1.000 a 5.000"
50022,"Almolda, La",602,810540,1346.41196013289,"Menos de 1.000"
50023,"Almonacid de la Cuba",244,258229,1058.31557377049,"Menos de 1.000"
45012,"Almonacid de Toledo",843,664622.94,788.402064056939,"Menos de 1.000"
19022,"Almonacid de Zorita",740,3662670,4949.55405405405,"Menos de 1.000"
21004,"Almonaster la Real",1863,2627748.13,1410.49282340311,"de 1.000 a 5.000"
21005,"Almonte",23046,34677152.3,1504.69288813677,"de 10.000 a 50.000"
3015,"Almoradí",19992,11954118.3,597.945093037215,"de 10.000 a 50.000"
45013,"Almorox",2307,2154658.27,933.965439965323,"de 1.000 a 5.000"
22021,"Almudévar",2519,2257350,896.129416435093,"de 1.000 a 5.000"
18017,"Almuñécar",27195,29471481.53,1083.70956168413,"de 10.000 a 50.000"
50025,"Almunia de Doña Godina, La",7836,10674230,1362.20393057682,"de 5.000 a 10.000"
22022,"Almunia de San Juan",681,480702.9,705.877973568282,"Menos de 1.000"
22023,"Almuniente",528,521681.93,988.033958333333,"Menos de 1.000"
29012,"Álora",13046,6908590.21,529.556201900966,"de 10.000 a 50.000"
21006,"Alosno",4103,2092199.6,509.919473555935,"de 1.000 a 5.000"
17006,"Alp",1661,3357916.39,2021.62335340157,"de 1.000 a 5.000"
42023,"Alpanseque",71,59300,835.211267605634,"Menos de 1.000"
28010,"Alpedrete",14005,9479267.84,676.848828275616,"de 10.000 a 50.000"
8117,"Masies de Voltregà, Les",3186,2539279.18,797.011669805399,"de 1.000 a 5.000"
24180,"Valdepolo",1297,670020,516.592135697764,"de 1.000 a 5.000"
27066,"Viveiro",15932,12655066.85,794.317527617374,"de 10.000 a 50.000"
24193,"Vecilla, La",396,263309.85,664.923863636364,"Menos de 1.000"
8005,"Ametlla del Vallès, L'",8283,10261186.01,1238.82482313172,"de 5.000 a 10.000"
18194,"Zújar",2825,2512557.69,889.400952212389,"de 1.000 a 5.000"
50011,"Albeta",153,265240.57,1733.59849673203,"Menos de 1.000"
30005,"Alcantarilla",40907,25840356.01,631.685433055467,"de 10.000 a 50.000"
19011,"Alcolea del Pinar",348,596450,1713.9367816092,"Menos de 1.000"
43160,"Vallmoll",1670,3026500,1812.2754491018,"de 1.000 a 5.000"
2010,"Alpera",2358,1699239.91,720.627612383376,"de 1.000 a 5.000"
25023,"Alpicat",6297,4497500,714.228997935525,"de 5.000 a 10.000"
46036,"Alpuente",695,718378.36,1033.63792805755,"Menos de 1.000"
18018,"Alquife",701,693082.44,988.705335235378,"Menos de 1.000"
4015,"Alsodux",131,329040.82,2511.76198473282,"Menos de 1.000"
9013,"Altable",49,75000,1530.61224489796,"Menos de 1.000"
3018,"Altea",22518,20163572.96,895.442444266809,"de 10.000 a 50.000"
9014,"Altos, Los",157,275500,1754.77707006369,"Menos de 1.000"
50276,"Valpalmas",144,259800,1804.16666666667,"Menos de 1.000"
12012,"Altura",3670,2649401,721.907629427793,"de 1.000 a 5.000"
19027,"Alustante",186,310800,1670.96774193548,"Menos de 1.000"
34009,"Amayuelas de Arriba",39,39020,1000.51282051282,"Menos de 1.000"
50027,"Ambel",258,316955.03,1228.50786821705,"Menos de 1.000"
28011,"Ambite",607,689775.37,1136.36799011532,"Menos de 1.000"
17007,"Amer",2281,2290147,1004.0100832968,"de 1.000 a 5.000"
32002,"Amoeiro",2274,1245990,547.928759894459,"de 1.000 a 5.000"
43906,"Ampolla, L'",3479,5451097.73,1566.85764012647,"de 1.000 a 5.000"
43079,"Masllorenç",519,752995.19,1450.85778420039,"Menos de 1.000"
18907,"Valle del Zalabí",2274,1959187.78,861.560149516271,"de 1.000 a 5.000"
25003,"Agramunt",5515,5008185.97,908.1026237534,"de 5.000 a 10.000"
42013,"Aldehuela de Periáñez",39,32100,823.076923076923,"Menos de 1.000"
29006,"Algatocín",844,765159.28,906.58682464455,"Menos de 1.000"
25014,"Alfés",315,371099,1178.09206349206,"Menos de 1.000"
29008,"Alhaurín el Grande",24210,22208694.75,917.335594795539,"de 10.000 a 50.000"
14006,"Añora",1555,3420000,2199.35691318328,"de 1.000 a 5.000"
44022,"Alloza",638,731018,1145.79623824451,"Menos de 1.000"
8004,"Alpens",300,531001,1770.00333333333,"Menos de 1.000"
43013,"Ametlla de Mar, L'",7303,15259839.07,2089.53020265644,"de 5.000 a 10.000"
34011,"Amusco",447,4e+05,894.854586129754,"Menos de 1.000"
37029,"Anaya de Alba",212,111100,524.056603773585,"Menos de 1.000"
28012,"Anchuelo",1211,765600,632.204789430223,"de 1.000 a 5.000"
49009,"Andavías",447,200565,448.691275167785,"Menos de 1.000"
44025,"Andorra",8148,9200000,1129.11143838979,"de 5.000 a 10.000"
7005,"Andratx",10806,18589101.41,1720.25739496576,"de 10.000 a 50.000"
23005,"Andújar",38549,32563716.61,844.73570287167,"de 10.000 a 50.000"
40018,"Añe",103,82800,803.883495145631,"Menos de 1.000"
17008,"Anglès",5606,4507098,803.977524081341,"de 5.000 a 10.000"
26013,"Anguciana",462,1446647.46,3131.27155844156,"Menos de 1.000"
46039,"Anna",2655,2123244.37,799.715393596987,"de 1.000 a 5.000"
19034,"Anquela del Pedregal",19,73062.36,3845.38736842105,"Menos de 1.000"
22028,"Ansó",436,683580,1567.84403669725,"Menos de 1.000"
31016,"Ansoáin/Antsoain",10861,8132541.55,748.783864285057,"de 10.000 a 50.000"
4016,"Antas",3161,2442163.46,772.592046820626,"de 1.000 a 5.000"
46040,"Antella",1343,821262,611.513030528667,"de 1.000 a 5.000"
16031,"Beamud",48,95312,1985.66666666667,"Menos de 1.000"
16092,"Gabaldón",194,160350,826.546391752577,"Menos de 1.000"
9485,"Zuñeda",58,93883.16,1618.67517241379,"Menos de 1.000"
36001,"Arbo",2904,1720762.53,592.549080578512,"de 1.000 a 5.000"
12140,"Viver",1594,1579500,990.90338770389,"de 1.000 a 5.000"
22029,"Antillón",153,235683.98,1540.41816993464,"Menos de 1.000"
41011,"Arahal",19585,12777584.16,652.416857799336,"de 10.000 a 50.000"
12025,"Benafigos",156,149300,957.051282051282,"Menos de 1.000"
40019,"Arahuetes",42,79036.56,1881.82285714286,"Menos de 1.000"
42024,"Arancón",92,77000,836.95652173913,"Menos de 1.000"
9018,"Aranda de Duero",33065,26517380.63,801.977336458491,"de 10.000 a 50.000"
50032,"Arándiga",369,431000,1168.0216802168,"Menos de 1.000"
9019,"Arandilla",179,140000,782.122905027933,"Menos de 1.000"
15003,"Aranga",2033,1714754.61,843.460211510084,"de 1.000 a 5.000"
28013,"Aranjuez",57792,41813465.36,723.516496400886,"de 50.000 a 100.000"
12013,"Arañuel",181,218273,1205.92817679558,"Menos de 1.000"
19037,"Arbancón",158,235198.49,1488.59803797468,"Menos de 1.000"
6018,"Benquerencia de la Serena",903,1441231,1596.04761904762,"Menos de 1.000"
5027,"Berlanas, Las",349,345561.77,990.148338108883,"Menos de 1.000"
12057,"Eslida",877,755330,861.265678449259,"Menos de 1.000"
34083,"Herrera de Pisuerga",2180,2461600,1129.17431192661,"de 1.000 a 5.000"
14035,"Hinojosa del Duque",7126,4915778.76,689.837041818692,"de 5.000 a 10.000"
37033,"Arcediano",110,93225,847.5,"Menos de 1.000"
26075,"Hormilla",460,655063,1424.05,"Menos de 1.000"
8308,"Viver i Serrateix",174,626629.03,3601.31626436782,"Menos de 1.000"
29017,"Archidona",8577,6384994,744.43208581089,"de 5.000 a 10.000"
40103,"Huertos, Los",188,242000,1287.23404255319,"Menos de 1.000"
30009,"Archena",18570,12743396.13,686.235655896607,"de 10.000 a 50.000"
41023,"Cantillana",10842,6948135.91,640.853708725327,"de 10.000 a 50.000"
26072,"Herce",340,491029.15,1444.20338235294,"Menos de 1.000"
8118,"Masnou, El",22742,23047585.07,1013.43703588075,"de 10.000 a 50.000"
45015,"Arcicóllar",798,1354742.56,1697.67238095238,"Menos de 1.000"
40020,"Arcones",233,356700,1530.90128755365,"Menos de 1.000"
9023,"Arcos",1525,875379,574.019016393443,"de 1.000 a 5.000"
50033,"Ardisa",70,207100,2958.57142857143,"Menos de 1.000"
22035,"Arén",314,356200,1134.3949044586,"Menos de 1.000"
18020,"Arenas del Rey",1913,1252201.33,654.574662833246,"de 1.000 a 5.000"
8006,"Arenys de Mar",15307,17064504.3,1114.81703142353,"de 10.000 a 50.000"
26016,"Arenzana de Arriba",32,177000,5531.25,"Menos de 1.000"
15004,"Ares",5741,5546737.7,966.162288799861,"de 5.000 a 10.000"
45068,"Garciotum",178,256827,1442.84831460674,"Menos de 1.000"
19130,"Guadalajara",83720,73101690,873.168776875299,"de 50.000 a 100.000"
16147,"Pajaroncillo",68,144600,2126.47058823529,"Menos de 1.000"
5178,"Palacios de Goda",425,332354,782.009411764706,"Menos de 1.000"
28014,"Arganda del Rey",55307,58534800,1058.36150939302,"de 50.000 a 100.000"
24108,"Palacios de la Valduerna",437,202636.79,463.699748283753,"Menos de 1.000"
9247,"Palacios de Riopisuerga",31,58184,1876.90322580645,"Menos de 1.000"
49143,"Palacios de Sanabria",263,223615.38,850.248593155894,"Menos de 1.000"
49142,"Palacios del Pan",264,152400,577.272727272727,"Menos de 1.000"
16024,"Arguisuelas",126,145166.28,1152.11333333333,"Menos de 1.000"
49013,"Argujillo",288,148888.98,516.975625,"Menos de 1.000"
38005,"Arico",7670,6981141.54,910.187945241199,"de 5.000 a 10.000"
9025,"Arija",153,396544.65,2591.79509803922,"Menos de 1.000"
50034,"Ariza",1185,1087208,917.475105485232,"de 1.000 a 5.000"
23007,"Arjonilla",3764,4061735.41,1079.10079968119,"de 1.000 a 5.000"
9026,"Arlanzón",442,741748,1678.1628959276,"Menos de 1.000"
37035,"Armenteros",315,210600,668.571428571429,"Menos de 1.000"
40022,"Armuña",238,154305,648.340336134454,"Menos de 1.000"
40041,"Cantimpalos",1368,853350,623.793859649123,"de 1.000 a 5.000"
43080,"Masó, La",288,228399.58,793.054097222222,"Menos de 1.000"
9242,"Padilla de Abajo",89,167122.92,1877.78561797753,"Menos de 1.000"
40021,"Arevalillo de Cega",29,101500,3500,"Menos de 1.000"
5016,"Arévalo",8165,7521488.08,921.186537660747,"de 5.000 a 10.000"
24007,"Arganza",881,360000,408.626560726447,"Menos de 1.000"
22036,"Argavieso",107,163300,1526.16822429907,"Menos de 1.000"
12015,"Argelita",91,123525,1357.41758241758,"Menos de 1.000"
43017,"Argentera, L'",146,348596.85,2387.64965753425,"Menos de 1.000"
8009,"Argentona",11963,13473297.37,1126.24737691215,"de 10.000 a 50.000"
45016,"Argés",5900,3067760,519.959322033898,"de 5.000 a 10.000"
39005,"Argoños",1705,1731650,1015.63049853372,"de 1.000 a 5.000"
35005,"Artenara",1180,2586117.11,2191.62466949153,"de 1.000 a 5.000"
17118,"Palamós",17805,22328000,1254.0297669194,"de 10.000 a 50.000"
12087,"Palanques",30,184294.35,6143.145,"Menos de 1.000"
27040,"Palas de Rei",3601,4287043.41,1190.51469314079,"de 1.000 a 5.000"
25158,"Palau d'Anglesola, El",2135,1527000,715.222482435597,"de 1.000 a 5.000"
9478,"Vizcaínos",46,1e+05,2173.91304347826,"Menos de 1.000"
17119,"Palau de Santa Eulàlia",98,204476,2086.48979591837,"Menos de 1.000"
17121,"Palau-sator",305,484262.21,1587.74495081967,"Menos de 1.000"
17120,"Palau-saverdera",1437,1988302.39,1383.64814892136,"de 1.000 a 5.000"
10023,"Arroyomolinos",827,912903,1103.87303506651,"Menos de 1.000"
26019,"Arrúbal",474,2923500,6167.72151898734,"Menos de 1.000"
25032,"Arsèguel",81,225975.19,2789.81716049383,"Menos de 1.000"
12016,"Artana",1994,1408127,706.182046138415,"de 1.000 a 5.000"
15005,"Arteixo",30857,29570000,958.291473571637,"de 10.000 a 50.000"
17117,"Palafrugell",22763,35191838,1546.01054342573,"de 10.000 a 50.000"
47001,"Adalia",57,50000,877.19298245614,"Menos de 1.000"
21008,"Aroche",3205,7496801.31,2339.0955725429,"de 1.000 a 5.000"
35004,"Arrecife",56880,50800000,893.108298171589,"de 50.000 a 100.000"
29020,"Arriate",4125,3109485.16,753.814584242424,"de 1.000 a 5.000"
9030,"Ausines, Los",135,187550,1389.25925925926,"Menos de 1.000"
9249,"Palazuelos de Muñó",60,108200,1803.33333333333,"Menos de 1.000"
35006,"Arucas",37056,23338236.69,629.809927946891,"de 10.000 a 50.000"
34120,"Palencia",80178,76912398.14,959.270599665744,"de 50.000 a 100.000"
43100,"Pallaresos, Els",4479,2660860.53,594.074688546551,"de 1.000 a 5.000"
34017,"Astudillo",1031,1404000,1361.78467507274,"de 1.000 a 5.000"
49017,"Asturianos",265,285290.39,1076.56750943396,"Menos de 1.000"
29021,"Atajate",133,296878.85,2232.17180451128,"Menos de 1.000"
6013,"Atalaya",308,297945.67,967.356071428571,"Menos de 1.000"
9029,"Atapuerca",195,196979.45,1010.15102564103,"Menos de 1.000"
19045,"Auñón",177,341500,1929.37853107345,"Menos de 1.000"
8043,"Canyelles",4345,5199363,1196.63130034522,"de 1.000 a 5.000"
40155,"Palazuelos de Eresma",4868,2836170.34,582.615106820049,"de 1.000 a 5.000"
46001,"Ademuz",1179,1334607.95,1131.98299406277,"de 1.000 a 5.000"
50035,"Artieda",86,225200,2618.60465116279,"Menos de 1.000"
43019,"Ascó",1654,15099446.63,9129.04874848851,"de 1.000 a 5.000"
25036,"Aspa",215,312500,1453.48837209302,"Menos de 1.000"
3019,"Aspe",20248,19219341.59,949.197036250494,"de 10.000 a 50.000"
24008,"Astorga",11633,7254500.6,623.613908707986,"de 10.000 a 50.000"
50037,"Atea",155,266000,1716.12903225806,"Menos de 1.000"
32004,"Avión",2053,1900000,925.474914758889,"de 1.000 a 5.000"
18189,"Víznar",991,771950,778.960645812311,"Menos de 1.000"
39102,"Voto",2751,1303000,473.64594692839,"de 1.000 a 5.000"
